,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
2324,2,25,1,0,57,1,23,9,0,26,not addicted
2325,4,36,0,0,75,0,44,4,4,25,addicted
2326,5,27,1,0,47,0,31,8,7,23,not addicted
2327,3,20,1,1,61,1,28,10,0,24,not addicted
2328,3,33,0,3,71,2,22,7,4,32,addicted
2329,4,35,4,1,67,1,28,6,8,32,addicted
2330,5,35,3,2,70,3,38,6,4,29,addicted
2331,2,46,3,3,66,0,23,6,4,28,addicted
2332,4,37,2,1,76,0,32,4,5,32,addicted
2333,7,38,2,1,61,1,32,8,6,29,addicted
2334,3,35,0,1,64,2,22,9,4,37,addicted
2335,2,26,2,0,47,0,46,5,1,29,not addicted
2336,4,40,1,2,71,2,29,3,8,27,addicted
2337,3,25,1,1,82,0,43,6,3,29,addicted
2338,7,34,2,2,69,3,18,5,6,33,addicted
2339,4,17,2,0,68,0,53,5,2,22,not addicted
2340,6,36,2,3,75,0,41,7,5,36,addicted
2341,5,23,0,1,55,0,22,7,5,25,not addicted
2342,2,14,1,2,57,0,27,7,2,28,not addicted
2343,6,25,0,0,63,2,31,6,8,39,addicted
2344,5,39,4,1,57,1,34,7,6,44,addicted
2345,4,30,1,0,51,0,34,7,4,29,not addicted
2346,4,48,3,1,72,2,40,5,4,22,addicted
2347,6,22,2,2,51,1,52,7,5,23,not addicted
2348,1,31,1,4,74,2,22,4,4,25,addicted
2349,5,29,2,1,64,0,42,7,4,27,not addicted
2350,0,21,1,0,41,1,30,6,4,27,not addicted
2351,3,20,0,0,38,0,51,5,5,28,not addicted
2352,6,39,3,1,61,0,25,6,5,23,addicted
2353,5,27,2,0,56,0,41,8,3,22,not addicted
2354,2,35,2,0,61,1,40,6,5,26,addicted
2355,5,24,0,0,43,1,47,9,2,24,not addicted
2356,8,42,2,1,72,1,21,6,4,40,addicted
2357,7,36,2,1,76,1,16,4,8,29,addicted
2358,4,29,2,1,45,0,49,3,2,21,not addicted
2359,6,33,3,2,54,1,31,8,5,25,addicted
2360,0,25,1,4,75,1,31,6,4,30,addicted
2361,3,32,4,1,62,0,35,3,6,40,addicted
2362,3,31,2,0,44,1,27,8,6,15,not addicted
2363,3,10,2,0,53,1,40,1,3,26,not addicted
2364,5,29,0,0,61,0,33,4,3,19,not addicted
2365,7,27,1,1,54,0,42,5,3,23,not addicted
2366,3,20,2,1,50,0,30,3,5,32,not addicted
2367,4,35,3,0,74,1,39,4,4,21,addicted
2368,2,31,1,0,60,3,25,6,5,29,addicted
2369,4,26,2,0,52,0,21,9,6,21,not addicted
2370,4,15,1,0,61,0,53,6,4,22,not addicted
2371,3,27,0,1,66,2,21,7,5,32,addicted
2372,5,40,1,4,64,0,34,4,8,29,addicted
2373,6,31,1,0,77,1,31,4,4,20,addicted
2374,3,35,3,1,76,0,18,8,5,26,addicted
2375,3,31,0,4,76,0,28,7,8,19,addicted
2376,2,25,1,1,65,0,37,6,6,29,not addicted
2377,4,43,3,0,63,3,15,7,4,23,addicted
2378,2,43,3,0,74,1,34,3,7,38,addicted
2379,2,15,2,1,54,0,33,9,4,25,not addicted
2380,3,24,2,2,71,1,28,5,7,36,addicted
2381,4,33,2,1,70,2,25,9,6,26,addicted
2382,2,25,1,0,33,0,40,5,4,29,not addicted
2383,4,33,1,0,62,1,36,4,6,38,addicted
2384,4,21,0,2,50,1,34,5,1,30,not addicted
2385,3,22,2,0,61,0,46,5,2,25,not addicted
2386,5,26,3,2,70,0,23,6,8,24,addicted
2387,3,25,1,1,42,0,20,8,2,26,not addicted
2388,5,19,1,1,45,0,35,10,2,24,not addicted
2389,3,23,3,0,60,2,47,8,1,26,not addicted
2390,3,18,0,0,40,1,39,11,4,20,not addicted
2391,4,17,0,1,44,2,47,11,5,28,not addicted
2392,5,23,1,1,49,1,24,5,0,25,not addicted
2393,5,36,0,2,67,2,15,6,6,25,addicted
2394,2,21,0,2,52,2,52,6,4,26,not addicted
2395,4,20,1,1,49,0,47,8,0,29,not addicted
2396,4,28,3,1,38,1,36,7,2,22,not addicted
2397,5,53,4,0,78,2,40,6,3,23,addicted
2398,5,29,2,3,69,0,23,6,8,27,addicted
2399,4,20,0,2,38,0,41,7,3,17,not addicted
2400,8,39,1,2,84,1,21,4,7,18,addicted
2401,3,17,1,0,50,1,23,12,0,17,not addicted
2402,5,33,4,1,52,1,42,10,6,31,addicted
2403,5,37,4,0,67,2,31,6,4,33,addicted
2404,2,39,0,3,75,0,30,8,4,27,addicted
2405,1,28,1,0,44,1,52,7,5,20,not addicted
2406,6,31,1,1,74,1,39,4,7,29,addicted
2407,4,35,3,1,70,2,41,5,2,34,addicted
2408,7,33,1,1,59,0,38,6,6,37,addicted
2409,1,32,1,4,72,3,35,5,6,37,addicted
2410,4,40,1,2,72,0,40,4,6,38,addicted
2411,7,23,1,0,47,0,33,7,7,23,not addicted
2412,2,24,1,0,51,0,43,5,6,32,not addicted
2413,0,27,1,0,52,0,42,10,3,24,not addicted
2414,5,36,3,0,72,2,31,4,8,24,addicted
2415,4,40,2,1,81,2,19,7,7,22,addicted
2416,6,37,2,3,84,1,44,8,8,27,addicted
2417,3,25,0,1,52,0,25,9,4,31,not addicted
2418,2,41,1,0,74,1,34,2,7,32,addicted
2419,2,25,2,2,49,1,48,8,2,22,not addicted
2420,4,41,2,0,61,2,34,4,6,35,addicted
2421,2,17,1,0,47,0,42,5,2,25,not addicted
2422,2,26,0,2,50,1,53,5,4,25,not addicted
2423,5,18,0,1,58,1,48,9,4,23,not addicted
2424,0,31,2,1,33,1,21,6,5,26,not addicted
2425,4,41,1,0,60,0,31,4,4,28,addicted
2426,5,37,1,0,68,2,21,5,8,26,addicted
2427,1,21,1,0,47,0,48,10,6,19,not addicted
2428,4,28,1,2,52,1,29,4,1,20,not addicted
2429,3,32,0,2,71,0,23,3,5,25,addicted
2430,2,22,0,3,41,0,44,9,5,16,not addicted
2431,3,31,0,1,58,0,48,3,2,32,not addicted
2432,6,23,1,0,46,1,37,9,3,30,not addicted
2433,2,18,1,1,48,0,53,5,2,27,not addicted
2434,6,37,2,1,79,2,19,3,2,29,addicted
2435,4,23,1,0,45,1,41,6,2,24,not addicted
2436,3,29,2,0,56,2,35,4,6,17,not addicted
2437,6,27,2,2,70,3,34,5,6,35,addicted
2438,3,23,1,0,57,2,21,2,3,44,not addicted
2439,1,21,0,1,55,0,52,2,6,28,not addicted
2440,0,23,1,1,42,1,40,5,3,24,not addicted
2441,4,21,0,0,46,0,41,6,0,31,not addicted
2442,3,38,3,2,70,1,43,7,7,32,addicted
2443,3,29,4,0,67,2,23,5,6,28,addicted
2444,3,27,2,0,49,0,30,8,0,19,not addicted
2445,6,40,2,1,69,0,44,7,7,37,addicted
2446,3,28,1,0,50,0,38,6,2,23,not addicted
2447,2,40,0,0,84,1,42,5,5,30,addicted
2448,4,24,0,2,57,0,43,9,1,21,not addicted
2449,5,32,3,1,71,2,16,6,7,31,addicted
2450,3,20,0,1,39,1,33,6,1,26,not addicted
2451,1,31,3,0,63,0,21,6,8,19,addicted
2452,8,34,5,2,80,0,41,4,8,32,addicted
2453,5,37,1,1,68,1,28,7,4,39,addicted
2454,4,21,0,1,48,0,30,9,5,22,not addicted
2455,4,19,1,1,35,1,34,7,0,29,not addicted
2456,6,34,0,2,62,0,41,7,8,35,addicted
2457,6,35,4,0,68,0,20,5,8,21,addicted
2458,4,29,2,2,44,0,45,9,3,31,not addicted
2459,4,44,4,0,52,1,32,8,7,26,addicted
2460,3,32,2,1,55,1,24,6,3,20,not addicted
2461,1,33,3,0,44,0,44,8,0,26,not addicted
2462,5,20,0,0,57,0,38,8,0,31,not addicted
2463,5,32,3,2,63,1,45,7,8,27,addicted
2464,5,37,2,0,82,2,23,5,5,35,addicted
2465,4,33,2,0,46,0,53,6,2,24,not addicted
2466,2,41,3,1,68,3,19,4,3,33,addicted
2467,2,36,1,0,80,2,28,8,2,35,addicted
2468,7,29,1,1,82,0,34,5,5,24,addicted
2469,4,34,2,1,52,0,34,3,1,16,not addicted
2470,5,39,2,2,73,1,34,4,7,27,addicted
2471,6,27,0,1,66,1,24,7,6,32,addicted
2472,1,29,0,0,68,1,52,8,7,30,not addicted
2473,2,27,2,0,65,0,43,7,4,26,not addicted
2474,3,29,5,3,66,2,43,3,5,33,addicted
2475,3,35,2,2,65,1,17,5,6,30,addicted
2476,3,34,2,0,60,1,26,2,2,21,addicted
2477,4,14,3,0,46,2,47,11,1,24,not addicted
2478,3,30,1,0,50,2,37,6,1,33,not addicted
2479,3,16,1,2,50,1,51,8,0,23,not addicted
2480,2,24,1,1,52,1,47,7,4,20,not addicted
2481,3,28,0,0,36,0,48,7,1,22,not addicted
2482,5,40,1,1,77,0,34,5,6,32,addicted
2483,5,44,4,4,54,3,25,5,8,27,addicted
2484,4,32,3,0,83,1,20,3,7,36,addicted
2485,2,19,1,1,45,1,36,8,2,19,not addicted
2486,1,19,3,1,55,3,50,4,1,34,not addicted
2487,4,34,1,0,47,2,47,6,5,27,not addicted
2488,7,47,4,2,54,1,41,8,8,28,addicted
2489,6,45,0,0,70,1,27,4,8,28,addicted
2490,6,30,0,2,79,1,27,7,7,33,addicted
2491,4,35,1,3,76,1,27,5,3,36,addicted
2492,4,36,1,1,66,0,39,6,8,36,addicted
2493,4,41,1,0,85,1,42,6,7,31,addicted
2494,3,18,1,0,51,0,23,7,4,18,not addicted
2495,3,35,2,2,56,2,36,4,4,23,addicted
2496,3,24,1,3,48,0,39,6,4,28,not addicted
2497,1,28,1,0,65,1,35,9,6,25,not addicted
2498,6,34,2,1,56,0,27,9,2,29,addicted
2499,3,26,0,2,55,0,51,8,0,26,not addicted
2500,8,28,0,0,44,2,20,8,1,28,not addicted
2501,5,30,0,0,49,1,46,10,3,23,not addicted
2502,4,25,2,1,49,1,23,6,5,26,not addicted
2503,5,35,1,2,75,0,40,9,4,32,addicted
2504,6,28,2,0,72,2,19,3,3,28,addicted
2505,4,25,1,0,39,1,34,10,1,20,not addicted
2506,2,25,0,0,44,2,42,8,5,22,not addicted
2507,3,30,1,1,53,2,21,4,2,18,not addicted
2508,5,43,3,1,58,2,17,4,8,26,addicted
2509,6,26,2,0,42,2,29,4,1,29,not addicted
2510,6,21,1,1,48,1,38,7,3,31,not addicted
2511,2,25,3,1,53,0,53,4,0,16,not addicted
2512,1,24,3,0,41,1,51,6,1,21,not addicted
2513,2,28,1,1,46,0,37,8,5,26,not addicted
2514,7,22,3,1,49,3,22,4,8,28,addicted
2515,5,35,2,2,81,0,17,4,5,39,addicted
2516,2,23,1,1,46,0,40,10,0,27,not addicted
2517,2,25,0,0,56,1,51,6,5,21,not addicted
2518,3,46,3,0,64,3,28,5,4,44,addicted
2519,3,32,1,2,49,1,35,3,5,21,not addicted
2520,5,32,2,1,79,0,20,7,5,34,addicted
2521,4,31,3,2,69,1,37,8,6,23,addicted
2522,2,26,1,0,51,0,28,7,1,29,not addicted
2523,6,44,1,1,52,1,29,5,7,23,addicted
2524,4,24,1,1,56,2,28,2,6,27,not addicted
2525,5,45,1,5,74,3,41,4,6,23,addicted
2526,4,16,1,3,34,1,22,4,4,25,not addicted
2527,3,27,4,0,69,0,37,4,6,42,addicted
2528,5,33,3,1,92,2,16,7,6,34,addicted
2529,7,29,0,1,63,4,30,4,3,34,addicted
2530,5,33,4,2,64,1,23,5,8,29,addicted
2531,5,32,2,1,67,3,17,5,7,28,addicted
2532,2,23,0,0,41,0,26,7,0,25,not addicted
2533,7,26,1,1,69,0,28,7,0,27,not addicted
2534,6,35,1,2,65,0,34,3,6,25,addicted
2535,4,34,4,2,60,1,41,3,9,32,addicted
2536,3,37,3,0,74,0,37,3,3,34,addicted
2537,7,26,1,0,45,0,34,7,0,24,not addicted
2538,5,28,2,0,59,2,47,6,1,26,not addicted
2539,8,32,3,0,80,1,33,5,6,31,addicted
2540,1,28,2,1,49,0,52,5,4,33,not addicted
2541,0,27,2,0,47,1,44,5,1,35,not addicted
2542,9,36,2,1,75,1,35,6,7,32,addicted
2543,6,35,0,1,46,1,37,8,2,17,not addicted
2544,0,30,3,0,47,1,21,4,0,22,not addicted
2545,3,23,2,0,52,0,31,8,0,24,not addicted
2546,2,38,2,1,71,0,43,7,7,35,addicted
2547,5,37,0,3,86,1,29,3,7,32,addicted
2548,5,25,0,0,43,0,38,4,0,20,not addicted
2549,3,24,0,1,51,2,32,10,3,24,not addicted
2550,4,27,3,1,75,3,32,5,5,28,addicted
2551,3,42,1,3,77,1,32,8,4,29,addicted
2552,3,41,0,0,77,2,35,5,7,30,addicted
2553,3,37,1,0,51,1,30,5,1,32,not addicted
2554,2,26,0,1,55,1,46,6,5,29,not addicted
2555,6,26,1,0,40,1,40,2,4,27,not addicted
2556,4,23,2,2,72,1,16,6,6,30,addicted
2557,5,33,2,2,71,1,33,5,3,30,addicted
2558,5,45,4,0,70,3,25,8,4,23,addicted
2559,3,42,3,3,77,1,37,2,4,38,addicted
2560,6,31,5,2,65,2,24,11,6,40,addicted
2561,4,41,3,0,73,0,23,7,4,40,addicted
2562,5,23,1,0,43,0,24,9,2,20,not addicted
2563,2,23,2,2,52,0,35,7,4,28,not addicted
2564,3,29,0,1,84,0,43,6,8,47,addicted
2565,3,27,1,1,54,0,46,4,4,30,not addicted
2566,5,28,2,0,57,1,20,5,0,28,not addicted
2567,4,22,1,1,82,0,15,5,4,35,addicted
2568,5,29,4,0,61,2,34,10,5,32,addicted
2569,4,40,3,4,80,1,39,4,6,35,addicted
2570,4,24,0,0,59,0,41,8,5,34,not addicted
2571,2,14,2,1,59,1,37,5,6,27,not addicted
2572,4,42,0,1,65,0,20,6,7,28,addicted
2573,7,32,2,1,61,2,17,6,8,26,addicted
2574,5,23,1,1,45,1,27,10,2,27,not addicted
2575,3,23,1,0,60,1,29,7,1,30,not addicted
2576,3,32,0,2,37,1,33,8,2,26,not addicted
2577,2,19,0,0,57,1,46,6,5,25,not addicted
2578,2,20,2,1,45,0,31,9,4,27,not addicted
2579,3,27,2,1,47,0,28,6,3,19,not addicted
2580,5,38,4,0,74,1,28,4,2,32,addicted
2581,1,24,0,0,48,1,55,7,1,26,not addicted
2582,4,30,2,0,69,2,24,4,3,22,addicted
2583,1,32,1,1,42,1,53,6,2,26,not addicted
2584,0,15,2,1,37,1,27,8,7,24,not addicted
2585,1,22,3,1,36,0,27,9,0,27,not addicted
2586,2,28,0,1,43,0,44,8,2,18,not addicted
2587,4,34,0,0,59,1,30,4,9,29,addicted
2588,3,46,2,3,59,1,33,6,8,25,addicted
2589,0,32,0,1,56,0,27,6,0,24,not addicted
2590,6,21,1,0,50,0,48,9,6,22,not addicted
2591,3,37,2,1,66,2,29,4,6,28,addicted
2592,6,31,3,1,82,2,24,5,5,34,addicted
2593,1,23,0,1,47,1,54,8,6,23,not addicted
2594,3,52,2,1,61,0,35,7,7,39,addicted
2595,1,37,1,0,37,1,23,10,4,33,not addicted
2596,6,45,0,1,65,2,22,4,5,26,addicted
2597,2,22,1,0,60,0,37,10,4,23,not addicted
2598,5,20,2,0,56,0,27,7,1,19,not addicted
2599,4,18,2,0,54,1,34,9,4,25,not addicted
2600,2,29,1,0,35,1,38,3,4,23,not addicted
2601,2,17,0,0,46,1,23,8,5,32,not addicted
2602,3,46,2,0,60,2,28,5,5,28,addicted
2603,4,37,2,1,81,1,32,5,7,39,addicted
2604,3,22,1,3,45,0,43,8,0,28,not addicted
2605,1,33,1,1,73,3,28,7,2,27,addicted
2606,4,31,2,0,71,1,36,7,6,27,addicted
2607,5,23,0,1,49,1,53,7,2,24,not addicted
2608,3,33,2,0,47,0,39,6,1,26,not addicted
2609,9,29,3,0,77,2,36,8,2,30,addicted
2610,2,27,2,1,65,1,35,5,6,25,not addicted
2611,7,43,4,1,64,1,41,6,5,27,addicted
2612,4,29,2,0,51,2,19,8,1,25,not addicted
2613,5,40,2,0,81,0,31,4,5,25,addicted
2614,4,27,2,0,50,2,42,8,1,21,not addicted
2615,3,24,1,0,44,0,26,4,6,33,not addicted
2616,3,29,0,0,57,0,20,6,4,25,not addicted
2617,3,15,1,0,42,1,47,7,5,24,not addicted
2618,4,21,1,0,56,0,49,4,5,19,not addicted
2619,0,29,2,2,46,0,24,5,6,28,not addicted
2620,3,24,0,0,39,1,44,6,1,19,not addicted
2621,6,35,2,1,88,2,21,5,5,27,addicted
2622,6,41,1,2,62,0,34,9,8,34,addicted
2623,2,28,1,0,34,1,33,3,5,16,not addicted
2624,3,34,2,3,63,1,42,3,8,28,addicted
2625,2,29,0,1,33,1,38,7,5,19,not addicted
2626,2,29,0,0,54,1,26,7,3,25,not addicted
2627,3,25,2,0,48,1,27,6,3,22,not addicted
2628,6,31,1,2,68,3,16,6,3,28,addicted
2629,7,21,1,0,57,2,37,6,7,36,addicted
2630,2,32,1,2,45,0,29,6,0,26,not addicted
2631,2,20,0,2,53,2,28,4,6,27,not addicted
2632,7,32,3,1,61,0,28,5,7,30,addicted
2633,3,14,0,0,57,0,22,7,5,26,not addicted
2634,4,28,0,2,41,1,31,3,6,29,not addicted
2635,6,23,1,0,46,0,23,6,5,22,not addicted
2636,6,33,2,0,57,0,44,4,6,36,addicted
2637,3,23,1,2,42,1,27,7,0,35,not addicted
2638,3,28,1,4,74,3,19,5,8,25,addicted
2639,2,33,1,0,51,1,41,8,6,21,not addicted
2640,4,25,0,1,52,2,20,5,1,27,not addicted
2641,1,28,0,1,67,1,51,3,1,33,not addicted
2642,0,46,2,4,66,1,44,6,3,20,addicted
2643,5,34,5,1,70,0,21,3,3,30,addicted
2644,4,41,1,2,57,3,22,7,4,22,addicted
2645,2,14,0,0,38,1,46,7,1,26,not addicted
2646,1,29,2,1,47,0,20,9,0,25,not addicted
2647,1,18,0,0,38,0,36,1,6,25,not addicted
2648,1,25,0,0,43,1,41,7,4,32,not addicted
2649,4,49,2,0,81,2,26,6,6,28,addicted
2650,5,31,2,2,54,2,20,5,3,31,addicted
2651,5,21,1,0,55,1,32,5,0,25,not addicted
2652,1,34,2,1,55,0,39,12,0,26,not addicted
2653,6,31,0,1,73,1,42,5,8,25,addicted
2654,8,31,3,0,69,3,19,5,4,26,addicted
2655,2,19,3,0,53,0,42,10,3,31,not addicted
2656,3,38,3,0,69,0,40,4,7,28,addicted
2657,4,36,2,0,52,0,49,3,5,29,not addicted
2658,6,35,3,0,63,3,16,4,6,27,addicted
2659,2,29,0,1,59,1,29,4,6,28,addicted
2660,4,31,1,3,76,2,25,5,5,23,addicted
2661,7,23,2,1,48,0,51,7,1,24,not addicted
2662,6,34,3,1,77,0,34,3,9,36,addicted
2663,1,25,1,1,48,0,19,8,0,25,not addicted
2664,5,23,0,1,49,0,40,6,3,32,not addicted
2665,3,37,3,1,84,0,16,7,7,32,addicted
2666,7,36,1,0,71,3,18,6,7,24,addicted
2667,5,31,1,0,51,0,42,9,6,21,not addicted
2668,3,23,2,1,59,0,35,6,2,27,not addicted
2669,5,29,3,1,40,1,32,5,5,18,not addicted
2670,3,24,1,1,61,0,48,4,2,25,not addicted
2671,7,33,3,0,66,0,30,3,6,16,addicted
2672,5,35,0,1,57,2,18,5,8,28,addicted
2673,2,34,2,0,41,2,54,6,1,28,not addicted
2674,6,34,1,2,58,0,16,5,7,27,addicted
2675,3,26,1,0,60,0,35,4,0,18,not addicted
2676,2,17,1,0,39,0,34,6,5,25,not addicted
2677,1,28,0,1,56,1,22,6,2,23,not addicted
2678,5,22,1,1,38,0,48,4,3,25,not addicted
2679,6,33,0,2,66,0,34,6,7,36,addicted
2680,3,12,1,0,40,2,44,4,6,21,not addicted
2681,4,25,1,1,46,0,27,6,5,28,not addicted
2682,5,30,0,1,69,1,19,7,5,17,addicted
2683,3,32,3,0,53,0,42,4,4,24,not addicted
2684,5,33,0,1,61,2,35,2,2,22,not addicted
2685,6,33,3,2,62,0,20,6,8,29,addicted
2686,4,32,0,1,61,0,20,6,4,23,not addicted
2687,3,30,4,1,87,1,15,5,7,37,addicted
2688,2,21,0,2,50,0,42,9,3,28,not addicted
2689,6,41,3,2,63,1,21,6,7,31,addicted
2690,4,25,1,0,56,0,28,6,4,21,not addicted
2691,5,35,2,3,63,1,26,5,8,40,addicted
2692,5,27,2,0,70,2,27,5,6,37,addicted
2693,5,30,2,2,74,4,26,5,9,24,addicted
2694,3,36,3,0,63,0,38,2,8,43,addicted
2695,6,42,1,0,51,0,50,9,3,23,not addicted
2696,2,21,1,1,49,1,48,9,6,24,not addicted
2697,0,20,2,2,37,1,47,6,5,22,not addicted
2698,8,45,1,2,56,2,35,5,7,27,addicted
2699,5,35,2,1,73,1,34,4,6,22,addicted
2700,4,35,4,2,65,2,33,5,4,27,addicted
2701,4,27,1,1,47,0,48,6,3,26,not addicted
2702,0,44,3,2,80,2,17,4,8,33,addicted
2703,3,29,0,0,60,1,23,3,3,21,not addicted
2704,4,33,0,2,56,2,29,4,5,21,addicted
2705,2,41,1,1,72,0,40,6,8,35,addicted
2706,6,32,4,1,66,2,15,2,7,33,addicted
2707,4,29,2,2,45,0,41,6,5,26,not addicted
2708,3,33,3,1,76,2,43,6,5,32,addicted
2709,1,29,3,0,66,1,19,6,5,33,addicted
2710,5,19,3,1,57,0,41,8,3,17,not addicted
2711,4,33,4,3,58,1,33,7,7,32,addicted
2712,3,32,1,1,53,0,41,7,5,25,not addicted
2713,3,44,1,1,66,1,32,6,6,39,addicted
2714,1,30,2,2,58,2,20,5,5,31,addicted
2715,3,33,2,2,71,1,26,6,6,29,addicted
2716,2,29,2,0,48,1,41,3,4,21,not addicted
2717,3,26,1,0,43,1,21,6,6,23,not addicted
2718,7,30,1,3,69,1,44,6,8,38,addicted
2719,5,23,0,0,46,1,39,7,4,28,not addicted
2720,2,23,0,0,56,1,41,8,5,32,not addicted
2721,4,32,1,2,65,0,38,8,8,28,addicted
2722,2,33,2,1,63,2,28,6,4,28,not addicted
2723,2,18,3,0,43,1,40,5,4,31,not addicted
2724,5,36,3,0,73,2,23,6,6,32,addicted
2725,7,33,2,1,63,0,24,8,5,27,addicted
2726,4,44,1,1,70,2,37,3,6,33,addicted
2727,5,35,1,4,62,1,27,6,4,37,addicted
2728,5,38,2,2,73,3,39,6,4,35,addicted
2729,5,36,1,0,43,0,20,0,1,28,not addicted
2730,3,28,2,3,85,2,43,6,8,30,addicted
2731,6,15,1,0,43,0,31,6,2,29,not addicted
2732,2,28,1,2,42,1,30,9,3,29,not addicted
2733,0,32,1,1,74,2,25,8,5,34,addicted
2734,4,44,2,4,69,1,23,7,6,20,addicted
2735,4,31,1,1,65,2,35,5,6,28,addicted
2736,3,27,1,2,43,0,27,10,1,30,not addicted
2737,1,25,1,1,37,1,34,7,4,19,not addicted
2738,6,36,5,0,84,2,36,7,3,33,addicted
2739,5,34,1,2,68,1,24,7,6,27,addicted
2740,4,22,4,0,64,2,33,5,8,27,addicted
2741,0,26,2,0,32,2,30,9,5,22,not addicted
2742,5,28,0,0,48,1,31,9,5,31,not addicted
2743,5,26,0,0,53,0,39,8,2,19,not addicted
2744,3,23,1,1,39,1,38,5,5,32,not addicted
2745,5,19,2,0,46,0,31,3,6,32,not addicted
2746,4,29,2,0,60,0,32,7,5,33,not addicted
2747,3,44,1,0,69,2,34,4,4,25,addicted
2748,3,22,0,1,55,1,52,7,1,23,not addicted
2749,3,24,3,1,58,1,20,6,2,29,not addicted
2750,0,44,1,0,65,2,34,8,5,33,addicted
2751,5,35,1,0,62,1,38,9,4,31,addicted
2752,2,17,1,0,54,2,40,7,5,25,not addicted
2753,6,31,3,2,66,3,16,4,7,26,addicted
2754,3,32,1,0,42,0,33,6,0,27,not addicted
2755,0,23,2,0,50,1,21,9,2,21,not addicted
2756,1,21,1,1,43,0,21,5,2,24,not addicted
2757,6,40,3,0,69,1,23,3,5,41,addicted
2758,6,25,1,2,42,0,54,9,6,27,not addicted
2759,3,32,2,0,75,1,19,7,5,27,addicted
2760,6,26,2,0,49,1,25,4,2,34,not addicted
2761,4,32,1,1,44,0,25,10,3,24,not addicted
2762,6,35,2,0,66,0,15,5,4,36,addicted
2763,2,44,1,2,62,2,15,8,6,25,addicted
2764,3,24,0,1,53,0,23,4,1,27,not addicted
2765,1,39,2,2,60,2,32,8,5,30,addicted
2766,4,30,0,2,41,0,42,4,5,25,not addicted
2767,4,27,2,0,52,0,47,8,5,27,not addicted
2768,2,35,1,3,73,1,36,4,6,19,addicted
2769,4,28,0,0,43,0,35,10,2,27,not addicted
2770,5,37,3,4,64,3,19,5,5,32,addicted
2771,5,33,1,0,60,1,24,8,4,30,addicted
2772,1,24,3,1,69,1,33,6,3,33,addicted
2773,7,36,1,1,71,2,17,3,6,43,addicted
2774,6,33,1,1,83,1,15,3,6,31,addicted
2775,3,38,2,2,63,1,42,4,3,32,addicted
2776,5,38,1,1,58,1,30,5,8,29,addicted
2777,5,23,1,0,47,1,35,10,3,30,not addicted
2778,5,25,2,0,61,2,20,6,7,25,addicted
2779,4,24,1,0,57,0,44,7,0,25,not addicted
2780,4,38,1,2,64,2,17,2,7,22,addicted
2781,4,43,4,0,63,2,37,5,3,31,addicted
2782,3,27,3,1,68,0,37,3,7,34,addicted
2783,3,33,0,1,59,1,24,6,5,36,not addicted
2784,3,33,2,1,70,1,21,8,8,20,addicted
2785,4,38,2,2,58,0,35,4,4,23,addicted
2786,7,29,0,1,70,1,34,7,5,27,addicted
2787,4,33,2,2,59,0,38,6,6,37,addicted
2788,3,35,0,0,78,0,32,7,4,29,addicted
2789,5,38,1,0,58,0,45,7,3,37,addicted
2790,5,32,4,0,83,2,19,3,7,37,addicted
2791,7,39,0,1,64,1,22,4,5,24,addicted
2792,4,24,1,0,45,0,52,8,6,30,not addicted
2793,3,26,2,1,48,0,48,6,4,21,not addicted
2794,4,24,2,0,49,1,47,10,2,22,not addicted
2795,4,37,1,1,55,0,32,6,0,21,not addicted
2796,3,35,0,2,63,1,36,4,5,41,addicted
2797,6,26,1,4,57,2,19,5,4,30,addicted
2798,6,41,2,0,89,3,17,5,5,31,addicted
2799,5,35,2,2,72,0,25,7,7,27,addicted
2800,4,26,4,2,61,1,35,7,7,36,addicted
2801,0,35,0,3,58,1,33,4,4,26,addicted
2802,1,34,2,0,46,0,52,5,5,24,not addicted
2803,5,27,2,0,46,0,20,7,3,30,not addicted
2804,3,40,2,0,57,2,33,7,5,30,addicted
2805,2,23,2,1,48,0,40,8,3,26,not addicted
2806,4,20,1,0,44,1,41,5,6,29,not addicted
2807,3,19,2,2,48,0,30,5,2,24,not addicted
2808,7,36,2,0,73,1,37,5,4,24,addicted
2809,3,30,3,0,46,2,24,4,7,35,addicted
2810,3,39,3,2,75,1,16,7,6,29,addicted
2811,4,33,3,1,77,2,18,7,6,23,addicted
2812,6,34,2,2,74,0,15,5,7,33,addicted
2813,3,29,0,1,60,0,26,5,2,22,not addicted
2814,3,28,1,1,45,1,35,3,3,21,not addicted
2815,4,35,4,1,75,1,36,7,9,37,addicted
2816,4,29,3,2,56,2,17,8,6,31,addicted
2817,4,25,3,1,59,0,44,6,5,22,not addicted
2818,6,28,1,0,43,0,40,5,6,23,not addicted
2819,5,26,3,1,54,1,38,7,5,22,not addicted
2820,2,33,3,0,51,0,21,5,3,22,not addicted
2821,6,27,3,1,76,2,26,5,4,42,addicted
2822,6,20,2,1,44,1,51,6,0,20,not addicted
2823,2,32,2,2,57,0,24,4,6,27,not addicted
2824,1,17,2,0,40,0,25,5,1,23,not addicted
2825,5,42,1,0,70,0,31,5,4,37,addicted
2826,4,36,3,2,69,0,39,7,4,43,addicted
2827,6,22,1,1,57,2,36,5,2,32,not addicted
2828,4,24,1,1,40,1,35,5,3,26,not addicted
2829,4,24,1,1,50,1,49,1,1,16,not addicted
